osm_id,surface,tracktype,highway,name
110836776,ground,,track,
110845949,gravel,,track,
110845953,gravel,,track,
110889174,dirt,,service,
110898549,ground,,footway,
110909294,unpaved,,track,
110913692,unpaved,,unclassified,
110915114,unpaved,,unclassified,
110916346,unpaved,,path,
110917518,asphalt,grade2,track,
110971830,unpaved,,path,
110972837,fine_gravel,,residential,
110973488,unpaved,,track,
110973838,unpaved,,residential,
110974504,unpaved,,path,
110974802,unpaved,,path,
110974815,unpaved,,path,
110975210,unpaved,,path,
110975748,unpaved,,path,
110975772,unpaved,,track,
110975870,unpaved,,path,
110976249,unpaved,,path,
110976250,fine_gravel,grade4,track,
110977184,unpaved,,path,
110977877,unpaved,,residential,
111049408,,grade4,track,
111049434,,grade4,track,
111049439,,grade4,track,
111049442,unpaved,,track,田沢林道
111049443,grass,,footway,
111049445,,grade3,track,
111049464,,grade4,track,
111049474,,grade3,track,
111049482,,grade3,track,
111049539,,grade4,track,
111049555,,grade4,track,
111049564,,grade3,track,
111049567,,grade4,track,
111049580,,grade3,track,
111049586,,grade4,track,
111049613,,grade3,track,
111049615,,grade4,track,
111049653,grass,,footway,
111049677,,grade3,track,
111049704,,grade3,track,
111049710,,grade4,track,
111049730,,grade3,track,
111049735,,grade4,track,
111049761,,grade4,track,
111049774,,grade3,track,
111049777,unpaved,,track,田沢林道右股支線
111049806,,grade3,track,
111049811,,grade3,track,
111049814,,grade3,track,
111049825,,grade4,track,
111049883,,grade4,track,
111049917,,grade4,track,
111049926,,grade3,track,
111049946,,grade4,track,
111049947,,grade4,track,
111049962,,grade4,track,
111049963,,grade3,track,
111049988,,grade4,track,
111049995,,grade3,track,
111049998,,grade4,track,
111050036,,grade3,track,
111050050,grass,,footway,
111050061,,grade4,track,
111050084,,grade3,track,
111050094,,grade3,track,
111050113,,grade3,track,
111050157,,grade4,track,
111050194,,grade3,track,
111050195,,grade4,track,
111050221,,grade3,track,
111050230,,grade3,track,
111050241,,grade4,track,
111050244,,grade3,track,
111050310,,grade3,track,エンテイの沢林道
111050347,,grade4,track,
111052112,wood,grade1,track,
111052364,compacted,,track,
111053293,compacted,,track,
111053788,wood,grade1,track,
111053934,compacted,,track,
111054464,gravel,,track,
111054564,gravel,,track,
111054778,gravel,,track,
111055373,compacted,,track,
111055505,gravel,,track,
111055631,gravel,,track,
111055856,gravel,,track,
111055958,gravel,,track,
111057231,compacted,,track,
111057413,wood,grade1,track,
111062621,wood,,path,
111063728,ground,,path,
111064785,ground,,path,
111066645,ground,,path,
111068974,ground,,path,
111071717,,grade2,track,
111071871,,grade3,track,
111071880,,grade2,track,
111071916,,grade2,track,
111072029,,grade2,track,
111072197,,grade2,track,
111072223,,grade2,track,
111072484,,grade2,track,
111072516,,grade2,track,
111072625,夜明島林道,,track,
111072687,,grade2,track,
111072711,,grade3,track,
111072836,,grade2,track,
111072935,,grade2,track,
111072994,,grade2,track,
111073051,,grade2,track,
111073097,,grade2,track,
111073226,,grade2,track,
111073279,,grade2,track,
111073369,,grade2,track,
111073412,,grade2,track,
111073518,,grade2,track,
111073576,,grade2,track,
111073769,,grade2,track,
111073869,unpaved,,secondary,津江八本松線
111074118,,grade2,track,
111074182,,grade2,track,
111074343,,grade2,track,
111074554,,grade2,track,
111074606,,grade2,track,
111074635,,grade2,track,
111074676,,grade2,track,
111075001,,grade2,track,
111075112,,grade2,track,
111075119,,grade2,track,
111075143,,grade2,track,
111075314,,grade2,track,
111075339,,grade2,track,
111075360,,grade2,track,
111075415,,grade2,track,
111075494,,grade2,track,
111075551,,grade2,track,
111075587,,grade2,track,
111075593,,grade2,track,
111075594,,grade2,track,
111075626,,grade2,track,
111075647,,grade2,track,
111075715,,grade2,track,
111075719,,grade2,track,
111075873,,grade2,track,
111075952,,grade2,track,
111076058,,grade2,track,
111076209,,grade2,track,
111076324,,grade2,track,
111076352,,grade2,track,
111076427,,grade2,track,
111076478,,grade3,track,
111076530,,grade3,track,
111076545,,grade2,track,
111076549,,grade2,track,
111076639,,grade2,track,
111076741,,grade2,track,
111076908,,grade2,track,
111076975,,grade2,track,
111077369,,grade2,track,
111077587,,grade2,track,
111077653,,grade2,track,
111077708,,grade2,track,
111077714,,grade2,track,
111077744,,grade2,track,
111077766,,grade2,track,
111077928,,grade2,track,
111077943,,grade2,track,
111078000,,grade2,track,
111078041,,grade2,track,
111078062,unpaved,,unclassified,
111078124,,grade2,track,
111078167,unpaved,,unclassified,
111078265,,grade2,track,
111078282,,grade2,track,
111078309,,grade2,track,
111078323,,grade2,track,
111078478,,grade2,track,
111078522,,grade2,track,
111078575,,grade2,track,
111078585,,grade2,track,
111078739,,grade2,track,
111078961,,grade2,track,
111079219,,grade2,track,
111079238,gravel,grade3,track,
111079284,,grade2,track,
111079466,,grade2,track,
111079498,gravel,grade3,track,
111079541,gravel,grade1,track,
111079652,,grade2,track,
111080296,,grade3,track,
111080355,,grade3,track,
111080446,,grade2,track,
111080531,gravel,grade3,path,
111080656,,grade2,track,
111080956,gravel,grade3,track,
111081021,gravel,grade3,track,
111081212,gravel,grade3,path,
111088674,unpaved,,unclassified,
111088685,unpaved,,unclassified,
111088688,unpaved,,unclassified,
111141824,wood,,path,一陽橋
111179474,,grade3,track,
111179565,,grade5,track,
111179766,,grade2,track,
111179798,,grade3,track,
111180001,,grade2,track,
111180004,,grade2,track,
111180048,,grade2,track,
111180053,,grade3,track,
111180063,,grade4,track,
111180190,,grade2,track,
111180232,,grade2,track,
111180282,,grade3,track,
111180380,,grade3,track,
111180448,,grade3,track,
111180584,,grade5,track,
111180638,,grade3,track,
111180651,,grade2,track,
111180652,,grade5,track,
111180688,,grade2,track,
111180951,,grade2,track,
111181074,,grade3,track,
111181156,,grade3,track,
111181270,,grade3,track,
111181289,,grade2,track,
111181305,,grade2,track,
111181475,,grade3,track,
111181492,,grade5,track,
111181560,,grade2,track,
111181601,,grade3,track,
111181806,,grade2,track,
111181814,,grade2,track,
111181859,,grade2,track,
111181862,,grade3,track,
111181869,,grade4,track,
111181933,,grade2,track,
111182144,,grade3,track,
111182145,,grade2,track,
111182298,,grade2,track,
111182327,,grade2,track,
111182350,,grade3,track,
111182405,,grade2,track,
111182430,,grade2,track,
111182466,,grade2,track,
111182600,,grade3,track,
111182710,,grade2,track,
111182725,,grade2,track,
111182761,,grade3,track,
111182793,,grade2,track,
111182917,,grade3,track,
111183118,,grade5,track,
111205614,,grade3,track,
111205621,,grade2,track,
111205683,,grade2,track,
111205728,,grade2,track,
111205746,,grade3,track,
111205777,,grade3,track,
111205814,,grade2,track,
111205888,,grade2,track,
111205904,,grade3,track,
111205924,,grade2,track,
111205970,,grade2,track,
111206049,,grade2,track,
111252864,,grade2,track,
111252986,,grade2,unclassified,
111253251,,grade2,track,
111253491,,grade2,unclassified,
111291171,,grade2,track,
111291177,,grade3,track,
111291187,,grade2,track,
111291188,,grade2,track,
111291227,,grade5,track,
111291243,,grade2,track,
111291272,,grade3,track,
111291278,,grade2,track,
111291291,,grade3,track,
111291339,,grade5,track,
111291351,,grade3,track,
111294337,unpaved,,residential,
111294373,unpaved,,track,
111294399,unpaved,,residential,
111294601,unpaved,,track,
111294943,dirt,,unclassified,
111296363,unpaved,,residential,
111296705,unpaved,,residential,
111296775,unpaved,,residential,
111296971,unpaved,,residential,
111297272,unpaved,,residential,
111297388,unpaved,,residential,
111300331,unpaved,,residential,
111301886,unpaved,,track,
111323607,unpaved,,residential,
111344036,unpaved,,track,
111344260,unpaved,,residential,
111344617,unpaved,,track,
111344752,unpaved,,residential,
111395528,unpaved,,track,
111395828,unpaved,,track,
111395854,unpaved,,track,
111395962,unpaved,,path,
111396106,unpaved,,service,
111396512,unpaved,,track,
111496786,compacted,,primary,岩崎西目屋弘前線
111496789,compacted,,primary,岩崎西目屋弘前線
111496791,compacted,,primary,岩崎西目屋弘前線
111496807,compacted,,primary,岩崎西目屋弘前線
111504895,dirt,,steps,
111504902,unpaved,,unclassified,
111504904,unpaved,,path,
111517598,unpaved,,unclassified,
111517601,unpaved,,unclassified,
111517870,unpaved,,unclassified,
111518233,unpaved,,unclassified,
111518305,unpaved,,residential,
111519100,unpaved,,unclassified,
111519428,unpaved,,residential,
111521094,unpaved,,unclassified,
111553600,wood,,footway,吊り橋
111558692,,grade2,service,
111558819,,grade2,track,
111558862,,grade2,track,
111559005,,grade2,track,
111569465,unpaved,,residential,
111569520,unpaved,,residential,
111575478,ground,,path,
111585032,,grade2,track,
111585069,,grade2,track,
111585087,,grade2,track,
111585093,,grade2,track,
111585101,,grade2,track,
111585103,,grade2,track,
111585110,,grade2,track,
111585118,,grade2,track,
111585129,,grade2,track,
111585141,,grade2,track,
111588228,unpaved,,unclassified,
111588480,unpaved,,unclassified,
111588488,unpaved,,secondary,大志田停車場線
111588587,unpaved,,secondary,大志田停車場線
111588612,unpaved,,secondary,大志田停車場線
111588616,unpaved,,secondary,大志田停車場線
111588719,unpaved,,secondary,大志田停車場線
111588737,unpaved,,secondary,大志田停車場線
111588794,unpaved,,secondary,大志田停車場線
111588868,unpaved,,secondary,大志田停車場線
111589391,unpaved,,secondary,大志田停車場線
111589529,unpaved,,secondary,大志田停車場線
111589673,unpaved,,unclassified,
111589686,unpaved,,unclassified,
111589900,unpaved,,unclassified,
111589923,unpaved,,unclassified,
111590042,unpaved,,unclassified,
111590225,unpaved,,secondary,大志田停車場線
111590309,unpaved,,secondary,大志田停車場線
111590379,unpaved,,unclassified,
111590430,unpaved,,secondary,大志田停車場線
111590660,unpaved,,secondary,大志田停車場線
111590687,unpaved,,unclassified,
111591057,unpaved,,secondary,大志田停車場線
111591107,unpaved,,unclassified,
111591320,unpaved,,secondary,大志田停車場線
111591533,unpaved,,secondary,大志田停車場線
111591738,unpaved,,unclassified,
111591817,unpaved,,secondary,大志田停車場線
111591880,unpaved,,unclassified,
111592666,unpaved,,secondary,大志田停車場線
111592991,,grade2,track,
111593026,,grade2,track,
111593032,,grade2,track,
111593037,,grade2,track,
111593053,,grade2,track,
111593107,,grade2,track,
111593117,,grade2,track,
111593122,,grade2,track,
111610652,gravel,,residential,
111615547,,grade2,track,
111617295,unpaved,,steps,
111666030,gravel,grade2,track,
111666708,sand,,footway,
111675717,unpaved,,residential,
111683923,gravel,grade3,track,
111683924,gravel,grade2,track,
111683927,gravel,grade3,track,
111683928,gravel,grade3,track,
111683931,paved,grade2,track,
111683932,gravel,grade2,track,
111683933,gravel,grade3,track,
111683935,gravel,grade3,track,
111683937,gravel,grade3,track,
111683938,gravel,grade3,track,
111683939,gravel,grade3,track,
111683940,gravel,grade3,track,
111683945,gravel,grade3,track,
111683946,gravel,grade3,unclassified,
111683947,gravel,grade3,track,
111683950,gravel,grade2,track,
111726485,unpaved,,track,
111726622,unpaved,,track,
111727627,,grade4,track,
111780814,gravel,,track,
111780815,gravel,grade1,track,
111784054,unpaved,grade3,track,高福線
111784082,unpaved,grade3,track,
111784200,unpaved,,track,
111784216,unpaved,grade2,track,黒田線
111784240,unpaved,grade2,track,黒田線
111784260,unpaved,grade2,track,高福線
111784271,unpaved,grade2,track,黒田線
111784299,unpaved,grade2,track,高福線
111784304,unpaved,grade3,track,
111784311,unpaved,grade2,track,黒田線
111784321,unpaved,grade2,track,黒田線
111784367,unpaved,grade2,track,黒田線
111784375,unpaved,grade3,track,
111784417,unpaved,,track,
111784428,unpaved,grade2,track,高福線
111784432,unpaved,grade2,track,
111784434,unpaved,grade2,track,
111784486,unpaved,grade2,track,高福線
111784516,unpaved,grade2,track,黒田線
111784524,unpaved,grade2,track,黒田線
111784574,unpaved,grade2,track,
111784612,unpaved,grade2,track,黒田線
111785014,gravel,,track,
111791207,unpaved,,path,
111791278,unpaved,,path,
111791365,ground,,path,
111791425,ground,,path,
111806783,ground,,path,百沢登山道
111809310,,grade3,track,
111809318,,grade2,track,
111809365,,grade2,track,
111813245,gravel,,service,
111813370,,grade2,track,
111813373,,grade4,track,
111813375,,grade4,track,
111813376,,grade2,track,
111813377,,grade4,track,
111813428,,grade2,track,
111814892,gravel,,secondary,後平青森線
111815197,gravel,,secondary,後平青森線
111815259,gravel,,secondary,後平青森線
111816130,gravel,,secondary,後平青森線
111816210,gravel,,secondary,後平青森線
111816233,gravel,,secondary,後平青森線
111816454,gravel,,secondary,後平青森線
111816806,gravel,,secondary,後平青森線
111817015,gravel,,secondary,後平青森線
111817291,gravel,,secondary,後平青森線
111817610,gravel,,secondary,後平青森線
111817645,gravel,,secondary,後平青森線
111819389,gravel,,secondary,後平青森線
111820496,gravel,,secondary,後平青森線
111900290,gravel,,unclassified,
111900398,gravel,,track,
111900443,gravel,,unclassified,
111900521,gravel,,track,白水川林道
111900723,gravel,,path,
111900736,gravel,,track,弁景幌別線
111900977,gravel,,unclassified,弁景幌別線
111901033,gravel,,track,
111901063,gravel,,track,白水川林道
111901141,gravel,,unclassified,
111901423,gravel,,track,白水川林道
111901497,gravel,,track,
111901651,gravel,,unclassified,
111901810,gravel,,track,弁景奥林道
111901941,gravel,,track,
111902094,unpaved,,path,
111902319,gravel,,unclassified,
111902376,gravel,,unclassified,
111902387,unpaved,,secondary,仲洞爺留寿都線
111902458,unpaved,,path,
111984983,unpaved,,residential,
111985003,unpaved,,residential,
111987612,gravel,,residential,
111987709,unpaved,,track,
111987773,gravel,,track,
111988452,gravel,,footway,
112006891,,grade2,track,
112113764,wood,,path,谷瀬の吊り橋
112119271,unpaved,,residential,
112119440,unpaved,,track,
112119851,unpaved,,path,
112119998,unpaved,,track,
112120167,unpaved,,track,
112120280,unpaved,,track,
112120324,unpaved,,track,
112120527,unpaved,,track,
112121392,unpaved,,track,
112121527,unpaved,,track,
112122198,unpaved,,track,
112190451,grass,,track,
112312186,,grade2,track,
112313613,ground,,track,新弥生登山道
112313619,ground,,track,新弥生登山道
112313627,ground,,track,新弥生登山道
112327453,ground,grade1,track,
112327455,gravel,,residential,
112327464,ground,,track,
112327465,gravel,grade1,track,
112331939,gravel,,track,
112331944,dirt,,track,
112331945,ground,,track,
112331948,gravel,,track,
112331956,ground,,track,
112331969,gravel,,track,
112331970,grass,,track,
112331971,ground,grade2,track,
112337515,gravel,,track,
112337551,gravel,,track,
112337559,ground,,track,
112383396,gravel,,service,
112383411,gravel,,track,
112383412,gravel,,track,
112383413,ground,,track,
112383414,gravel,,track,
112383416,gravel,,track,
112383418,gravel,,track,
112383419,gravel,,track,
112454869,,grade4,track,
112462109,,grade2,track,
112462113,,grade4,track,
112462118,,grade2,track,
112462123,,grade4,track,
112462126,,grade2,track,
112462172,,grade2,track,
112462177,,grade2,track,
112462181,,grade2,track,
112462198,,grade2,track,
112462202,,grade2,track,
112462210,,grade2,track,
112462220,,grade2,track,
112462221,,grade2,track,
112462224,,grade4,track,
112462235,,grade4,track,
112462251,,grade2,track,
112466545,gravel,,track,
112469056,gravel,,track,
112469057,gravel,,track,
112469065,gravel,grade1,track,
112469067,gravel,,track,
112469074,gravel,,track,
112469082,gravel,,track,
112469083,gravel,,track,
112469084,gravel,,track,
112552669,dirt,,path,
112552670,dirt,,path,
112581711,,grade4,track,
112581791,,grade3,track,
112581845,,grade3,track,
112581974,,grade3,track,
112590664,unpaved,,track,
112591644,unpaved,,service,
112645238,ground,,steps,
112651186,,grade2,track,
112651271,,grade2,track,
112651364,,grade2,track,
112652606,,grade2,track,
112652660,,grade2,track,
112652764,,grade3,track,
112652873,,grade3,track,
112652931,unpaved,grade4,track,大川林道
112652948,unpaved,grade4,track,
112652972,unpaved,grade4,track,大川林道
112652993,unpaved,grade5,track,滝の沢林道(廃道)
112653013,unpaved,grade4,track,大川林道
112653030,unpaved,grade4,track,大川林道
112653042,unpaved,grade4,track,大川林道
112653046,unpaved,grade2,track,岩内小川林道
112653052,unpaved,grade4,track,大川林道
112653067,unpaved,grade2,track,
112653072,unpaved,grade2,track,
112653074,,grade2,track,
112653075,unpaved,grade5,track,滝の沢林道(廃道)
112653077,unpaved,grade4,track,大川林道
112653103,unpaved,grade5,track,
112653109,unpaved,grade5,track,滝の沢林道(廃道)
112653114,unpaved,grade4,track,大川林道
112653125,unpaved,grade2,track,
112653145,unpaved,grade4,track,大川林道
112653160,unpaved,grade4,track,大川林道
112653165,unpaved,grade2,track,岩内小川林道
112653176,,grade2,track,
112653236,,grade2,track,
112659566,unpaved,,path,
112683714,,grade2,track,
112683838,,grade2,track,
112683924,unpaved,,residential,
112684211,,grade2,track,
112684298,,grade3,track,
112684516,,grade2,track,
112684536,,grade2,track,
112684559,ground,,residential,
112684689,,grade2,track,
112749977,,grade2,track,
112750020,,grade2,track,
112750877,unpaved,,service,雨畑川運搬道路（災害時緊急代替道路）
112751020,earth,,path,
112751027,earth,,path,
112751226,earth,,path,
112751331,earth,,path,
112751532,ground,,path,
112751615,earth,,path,
112751627,earth,,path,
112751670,earth,,path,
112751830,ground,,path,
112751842,ground,,path,
112751884,earth,,path,
112751941,unpaved,grade1,service,
112751952,earth,,path,
112752084,earth,,path,
112752249,compacted,,footway,
112752250,fine_gravel,,residential,
112752933,grass,grade4,track,
112752967,ground,,path,天龍村熊伏山登山道
112753858,dirt,,path,古代東山道（カラマツコース）
112754256,dirt,,path,古代東山道
112754344,dirt,,path,古代東山道（ブナコース）
112754630,,grade3,track,
112754652,dirt,,path,古代東山道
112756365,dirt,,track,彫刻村林道
112756394,,grade2,track,
112756934,,grade2,track,
112758953,earth,,path,
112758960,earth,,path,
112758970,earth,,path,
112759167,earth,,path,
112759206,,grade3,track,
112759258,earth,,path,
112759368,earth,,path,
112759374,earth,,path,
112759416,earth,,path,
112759572,earth,,path,
112759577,earth,,path,
112759690,,grade2,track,
112761537,unpaved,,track,
112763623,,grade3,track,
112763881,,grade3,track,
112764145,,grade3,track,
112764665,wood,,path,自然探勝路
112765197,unpaved,,track,御岳御厩野林道
112765523,grass,,footway,
112765553,dirt,,track,
112768196,,grade2,track,
112768427,,grade2,track,
112768445,,grade2,track,
112768612,,grade2,track,
112768854,,grade2,track,
112768871,,grade2,track,
112768925,,grade2,track,
112768988,,grade2,track,
112769100,,grade2,track,
112769194,,grade2,track,
112769253,,grade2,track,
112769315,,grade2,track,
112769364,,grade2,track,
112769397,,grade2,track,
112769423,,grade2,track,
112769471,,grade2,track,
112769480,,grade2,track,
112769543,,grade2,track,
112769764,,grade2,track,
112769783,,grade2,track,
112769907,,grade2,track,
112769953,,grade2,track,
112770428,,grade2,track,
112770599,,grade2,track,
112770793,unpaved,,unclassified,
112770944,,grade2,track,
112771082,,grade2,track,
112771252,,grade2,track,
112771254,,grade4,track,
112771528,,grade2,track,
112772118,unpaved,,track,
112772876,,grade2,track,
112772881,,grade3,track,
112773103,,grade2,track,
112773316,,grade2,track,
112773509,,grade5,track,
112773675,,grade2,track,
112773730,,grade2,track,
112773868,grass,,path,
112774133,,grade2,track,
112774425,unpaved,,track,
112774668,,grade5,track,
112774782,unpaved,,residential,
112774786,,grade2,track,
112774942,,grade2,track,
112775027,unpaved,,path,
112813071,unpaved,,track,
112813450,unpaved,,track,
112813514,unpaved,,track,
112813741,unpaved,,track,
112813789,unpaved,,track,
112813991,unpaved,,track,
112814050,unpaved,,track,
112814391,unpaved,,track,
112815208,wood,grade1,track,
112815245,unpaved,,track,
112830292,unpaved,,path,
112842255,,grade3,track,
112842643,,grade3,track,
112842697,unpaved,grade2,secondary,長門秋芳線
112861526,ground,,track,
112863078,gravel,grade4,track,
112863221,gravel,grade2,track,
112901213,gravel,,track,
112901382,gravel,,service,
112901457,ground,,track,
112901608,ground,,track,
112902157,gravel,grade2,track,
112902566,gravel,,track,
112903626,gravel,grade1,track,
112904068,gravel,,service,
112904146,dirt,grade4,track,
112904447,gravel,,track,
112904918,gravel,,service,
112918598,compacted,,unclassified,林道大野・池田線
112918752,compacted,,unclassified,林道大野・池田線
112921708,grass,,unclassified,
112923531,gravel,,service,
112923924,gravel,,path,
112924372,gravel,grade1,track,
112926639,earth,,path,
112927231,gravel,,footway,
112927301,unpaved,,footway,
112927309,gravel,,path,
112928985,unpaved,,path,鬼面山登山道　地蔵峠ルート
112934976,unpaved,,residential,
112946429,gravel,grade2,track,川端下併用林道
112946824,unpaved,,track,林道地蔵線
112946972,unpaved,,track,梓久保林道
112946986,unpaved,,track,林道梓川国師線
112947027,,grade2,track,
112947214,unpaved,,track,林道鞍骨線
112948660,compacted,grade2,track,川端下併用林道
112948746,unpaved,,track,林道二の久保線
112948894,unpaved,,track,
112949251,gravel,grade2,track,
112949636,gravel,grade2,track,川端下併用林道
112957075,gravel,grade2,service,
112958727,gravel,grade1,track,
112958842,gravel,,service,
112959708,gravel,,service,
112960966,ｗ,grade1,track,
112962560,gravel,,track,
112962988,asphalt,grade2,track,
112963391,gravel,grade2,service,
112963845,gravel,,track,
112970237,ground,,path,長平登山道
112996363,dirt,,track,
112996381,dirt,,track,
112996528,dirt,,track,
112998523,gravel,,unclassified,
112998829,dirt,,track,
112999235,dirt,,track,
112999296,grass,,unclassified,
112999977,dirt,,track,
112999986,gravel,,unclassified,
113000194,dirt,,path,
113000273,grass,,unclassified,
113000411,gravel,,unclassified,
113000907,dirt,,track,
113001016,grass,,unclassified,
113001174,gravel,,service,
113001305,gravel,,unclassified,
113001545,unpaved,,unclassified,
113001791,dirt,,track,
113016426,gravel,grade1,track,
113016442,gravel,,service,
113018511,gravel,,service,
113018941,gravel,,track,
113019147,unpaved,,path,
113019239,gravel,,unclassified,
113019632,gravel,grade1,track,
113019699,ground,grade2,residential,
113042443,asphalt,grade2,track,
113043797,gravel,grade2,track,
113044723,gravel,grade1,track,
113044756,gravel,grade2,track,
113044794,gravel,,service,
113052847,,grade2,track,
113052944,gravel,grade2,track,
113052975,gravel,grade2,track,
113053594,gravel,grade2,track,
113053633,gravel,grade2,track,
113054180,gravel,grade2,track,
113054297,,grade2,track,
113054605,gravel,,service,
113055169,wood,grade1,track,
113126716,grass,grade5,cycleway,
113133936,,grade2,track,
113134131,unpaved,grade3,track,
113134157,unpaved,grade3,track,
113134254,ground,grade3,track,
113141888,unpaved,,track,
113170205,gravel,,service,
113221293,gravel,,unclassified,
113224243,unpaved,,service,
113231407,gravel,grade1,track,
113232108,,grade2,track,
113233945,gravel,grade1,track,
113233952,gravel,grade3,track,
113233957,gravel,grade3,track,
113233965,gravel,grade3,track,
113233990,gravel,grade1,track,
113236761,gravel,,unclassified,
113236784,gravel,,unclassified,
113236961,gravel,,unclassified,
113237266,gravel,,unclassified,
113237278,gravel,,unclassified,
113237317,gravel,,unclassified,
113237362,gravel,,unclassified,
113238118,gravel,,unclassified,
113239595,,grade2,track,
113260404,dirt,,track,
113261205,dirt,,track,
113263243,dirt,,track,
113264595,unpaved,,track,
113266380,unpaved,,path,
113267332,gravel,,service,
113268923,unpaved,,track,
113269530,dirt,,track,
113270254,dirt,,track,
113332006,unpaved,,secondary,福田下宇田線
113341516,unpaved,,secondary,大島橘線
113350617,gravel,,track,
113350618,gravel,grade1,track,
113352883,,grade2,track,
113353577,,grade2,track,
113353829,gravel,,unclassified,
113354126,,grade4,track,
113354833,,grade2,track,
113356166,gravel,,unclassified,
113360225,unpaved,,path,推定平安鎌倉古道
113382049,gravel,grade1,track,
113385428,gravel,grade1,track,
113385437,gravel,grade1,track,
113385439,gravel,grade1,track,
113385441,gravel,grade1,track,
113387684,unpaved,,track,
113388429,unpaved,,track,
113388977,unpaved,,track,
113389227,unpaved,,track,
113393947,,grade2,track,
113395877,gravel,,track,
113396179,,grade3,track,
113396325,,grade5,track,
113396338,,grade5,track,
113396468,,grade5,track,
113396582,,grade5,track,
113396605,,grade5,track,
113396722,,grade5,track,
113396774,,grade5,track,
113396810,,grade5,track,
113396948,,grade5,track,
113397002,,grade3,track,
113397041,,grade5,track,
113397163,,grade5,track,
113397235,,grade5,track,
113397258,,grade3,track,
113397273,,grade5,track,
113397335,,grade5,track,
113397387,,grade5,track,
113397392,,grade5,track,
113397394,,grade5,track,
113397406,,grade5,track,
113397463,,grade3,track,
113397604,,grade5,track,
113397856,,grade5,track,
113397904,,grade5,track,
113397924,,grade5,track,
113398203,,grade5,track,
113398720,ground,,unclassified,
113398966,,grade5,track,
113399036,gravel,grade1,track,
113399078,gravel,grade1,track,
113399093,gravel,grade1,track,
113399122,gravel,grade1,track,
113399508,,grade5,track,
113399784,,grade5,track,
113399837,,grade5,track,
113399847,,grade5,track,
113399930,,grade5,track,
113400000,,grade5,track,
113400022,,grade5,track,
113400088,,grade5,track,
113400228,,grade5,track,
113400325,,grade5,track,
113400596,,grade5,track,
113400711,,grade5,track,
113400726,,grade5,track,
113400863,,grade5,track,
113401232,gravel,grade1,track,
113401238,gravel,grade1,track,
113401242,gravel,grade1,track,
113401267,gravel,grade1,track,
113401287,gravel,grade1,track,
113402566,gravel,grade1,track,
113403390,gravel,grade1,track,
113403618,gravel,grade1,track,
113403641,gravel,grade1,track,
113403644,gravel,grade1,track,
113403653,gravel,grade1,track,
113414643,unpaved,,unclassified,
113415851,ground,,path,
113415924,gravel,,track,
113416769,ground,,path,
113418325,grass,,path,
113422399,grass,,track,
113426853,dirt,,unclassified,
113428873,gravel,,service,
113430227,gravel,grade2,track,
113430452,,grade2,track,
113446313,gravel,grade2,unclassified,
113446654,gravel,grade2,unclassified,
113447420,ground,,track,
113454209,compacted,,path,
113454238,compacted,,track,
113454693,compacted,,path,
113454705,compacted,,path,
113465752,,grade2,track,
113528897,unpaved,grade2,track,支雪裡第4支線林道(摩周SP林道)
113528942,unpaved,grade2,track,支雪裡林道
113528944,wood,,footway,
113528947,unpaved,grade2,track,
113528956,unpaved,grade2,track,
113529073,unpaved,grade2,track,ホロナイ林道(摩周SP林道)
113529075,wood,,steps,
113529095,unpaved,grade2,track,
113529096,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113529101,unpaved,grade2,track,
113529199,unpaved,grade2,track,
113529216,unpaved,grade2,track,支雪裡林道
113529364,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113529367,gravel,,unclassified,
113529387,unpaved,grade2,track,支雪裡第4支線林道(摩周SP林道)
113529427,unpaved,grade2,track,
113529478,unpaved,grade2,track,
113529508,unpaved,grade2,track,
113529547,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113529582,gravel,,unclassified,
113529625,unpaved,grade2,track,ホロナイ林道(摩周SP)
113529635,unpaved,grade2,track,
113529646,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113529685,unpaved,grade2,track,
113529737,unpaved,grade2,track,
113529750,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113529756,unpaved,grade2,track,
113529843,dirt,,unclassified,林道アシベツ線
113529860,unpaved,grade2,track,
113529867,unpaved,grade2,track,
113529871,unpaved,grade2,track,
113529923,grass,,path,
113529936,gravel,,track,
113529967,gravel,,unclassified,林道アシベツ線
113529986,gravel,,unclassified,
113529990,unpaved,grade2,track,
113530013,gravel,,path,
113530073,unpaved,grade2,track,
113530075,unpaved,grade2,track,支雪裡林道
113530083,unpaved,grade2,track,支雪裡第４支線林道(摩周SP林道)
113530112,gravel,,unclassified,林道アシベツ線
113530123,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113530170,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113530175,unpaved,grade2,track,支雪裡林道
113530180,unpaved,grade2,track,
113530265,unpaved,grade2,track,
113530272,gravel,,unclassified,
113530289,unpaved,grade2,track,
113530293,unpaved,grade2,track,
113530346,unpaved,grade2,track,
113530374,unpaved,grade2,track,ホロナイ林道(摩周SP林道)
113530425,unpaved,grade2,track,
113530436,gravel,,track,
113530552,unpaved,grade2,track,
113530563,unpaved,grade2,track,
113530597,gravel,,unclassified,林道アシベツ線
113530630,unpaved,grade2,track,
113530663,unpaved,grade2,track,支雪裡林道(摩周SP林道)
113532191,compacted,,track,佐幌岳林道
